,Dates,Category,PdDistrict,Address,X,Y
738950,2004-11-12 18:07:00,DRUNKENNESS,SOUTHERN,800 Block of BRYANT ST,-122.403404791479,37.775420706711
739019,2004-11-12 15:40:00,RUNAWAY,MISSION,19TH ST / MISSION ST,-122.419208249515,37.7602340753651
739170,2004-11-12 08:20:00,KIDNAPPING,TARAVAL,RANDOLPH ST / ARCH ST,-122.46709224036002,37.714273566002
739307,2004-11-11 22:00:00,RUNAWAY,TARAVAL,0 Block of HAROLD AV,-122.45315825844,37.71949760050229
739336,2004-11-11 20:45:00,RUNAWAY,TARAVAL,800 Block of CAPITOL AV,-122.459007287896,37.717858450682
739348,2004-11-11 19:41:00,RUNAWAY,TARAVAL,0 Block of JULES AV,-122.461163238283,37.7191248815986
739560,2004-11-11 09:30:00,RUNAWAY,INGLESIDE,1300 Block of SUNNYDALE AV,-122.414017542167,37.7112967864555
739595,2004-11-11 06:45:00,KIDNAPPING,BAYVIEW,KEITH ST / THOMAS AV,-122.389421299082,37.729353849275896
739818,2004-11-10 14:45:00,RUNAWAY,TARAVAL,800 Block of CAPITOL AV,-122.459007287896,37.717858450682
739988,2004-11-10 01:41:00,DRUNKENNESS,RICHMOND,4TH AV / GEARY BL,-122.462141270154,37.7811098899109
740075,2004-11-09 19:20:00,DRUNKENNESS,RICHMOND,6100 Block of GEARY BL,-122.485290737594,37.7801886709059
740106,2004-11-09 18:00:00,RUNAWAY,PARK,1200 Block of PAGE ST,-122.441393701114,37.77172731417711
740173,2004-11-09 14:00:00,KIDNAPPING,BAYVIEW,0 Block of NORTHRIDGE RD,-122.375512968635,37.730806609582
740174,2004-11-09 14:00:00,KIDNAPPING,BAYVIEW,0 Block of NORTHRIDGE RD,-122.375512968635,37.730806609582
740201,2004-11-09 12:15:00,RUNAWAY,PARK,1200 Block of PAGE ST,-122.441393701114,37.77172731417711
740607,2004-11-08 08:00:00,RUNAWAY,TARAVAL,800 Block of CAPITOL AV,-122.459007287896,37.717858450682
740671,2004-11-08 00:11:00,DRUNKENNESS,SOUTHERN,AHERN WY / HARRIET ST,-122.403960421357,37.7763118173284
740781,2004-10-31 21:30:00,DRUNKENNESS,MISSION,18TH ST / CASTRO ST,-122.435002864271,37.7608878061245
740815,2004-10-31 20:30:00,RUNAWAY,TARAVAL,0 Block of HAROLD AV,-122.45315825844,37.71949760050229
740816,2004-10-31 20:30:00,RUNAWAY,TARAVAL,0 Block of HAROLD AV,-122.45315825844,37.71949760050229
740821,2004-10-31 20:10:00,KIDNAPPING,MISSION,1100 Block of ALABAMA ST,-122.410970913175,37.7534747396472
740830,2004-10-31 20:00:00,RUNAWAY,TARAVAL,0 Block of HAROLD AV,-122.45315825844,37.71949760050229
740851,2004-10-31 18:30:00,DRUNKENNESS,MISSION,100 Block of CAPP ST,-122.418687919804,37.7642753857061
740909,2004-10-31 15:00:00,RUNAWAY,TARAVAL,800 Block of CAPITOL AV,-122.459007287896,37.717858450682
740925,2004-10-31 14:00:00,ARSON,TENDERLOIN,0 Block of TURK ST,-122.409853729941,37.7833862379382
741050,2004-10-31 02:42:00,ARSON,NORTHERN,1100 Block of SUTTER ST,-122.41931732407,37.7879136979106
741110,2004-10-31 00:10:00,DRUNKENNESS,SOUTHERN,HARRISON ST / BEALE ST,-122.39118340577,37.78745561834621
741121,2004-10-31 00:01:00,ARSON,CENTRAL,800 Block of BUSH ST,-122.411281399822,37.7898978570344
741239,2004-10-30 19:25:00,RUNAWAY,PARK,1200 Block of PAGE ST,-122.441393701114,37.77172731417711
741444,2004-10-30 03:35:00,ARSON,TARAVAL,1900 Block of 46TH AV,-122.50514210481,37.750149155364106
741454,2004-10-30 02:20:00,DRUNKENNESS,NORTHERN,FILLMORE ST / GEARY BL,-122.432914603466,37.7843533426344
741550,2004-10-29 20:50:00,KIDNAPPING,MISSION,3100 Block of 26TH ST,-122.41350190466,37.7492652916222
741707,2004-10-29 16:29:00,DRUNKENNESS,CENTRAL,300 Block of POWELL ST,-122.408384275542,37.7878271137225
741886,2004-10-29 08:00:00,RUNAWAY,PARK,800 Block of CENTRAL AV,-122.444994681535,37.77743975916521
741919,2004-10-29 04:30:00,ARSON,MISSION,3500 Block of 17TH ST,-122.42511038332,37.7630432713507
741942,2004-10-29 01:00:00,DRUNKENNESS,CENTRAL,600 Block of SUTTER ST,-122.411068869703,37.78885570426971
741997,2004-10-28 22:00:00,RUNAWAY,TARAVAL,0 Block of HAROLD AV,-122.45315825844,37.71949760050229
742031,2004-10-28 20:49:00,DRUNKENNESS,MISSION,2400 Block of MISSION ST,-122.418963082325,37.758420303653104
742054,2004-10-28 20:00:00,KIDNAPPING,BAYVIEW,20TH ST / 3RD ST,-122.388559411371,37.7604929243656
742201,2004-10-28 13:37:00,DRUNKENNESS,SOUTHERN,MARKET ST / 5TH ST,-122.408068345155,37.783991676793214
742265,2004-10-28 10:05:00,DRUNKENNESS,CENTRAL,BEACH ST / COLUMBUS AV,-122.419580592127,37.8067799238827
742296,2004-10-28 08:20:00,DRUNKENNESS,TENDERLOIN,200 Block of EDDY ST,-122.411778295992,37.7839805592634
742314,2004-10-28 07:10:00,DRUNKENNESS,TENDERLOIN,ELLIS ST / HYDE ST,-122.416075285059,37.78444966125621
742380,2004-10-27 23:31:00,DRUNKENNESS,SOUTHERN,800 Block of BRYANT ST,-122.403404791479,37.775420706711
742653,2004-10-27 11:02:00,DRUNKENNESS,MISSION,CYPRESS ST / 24TH ST,-122.416828148192,37.7523369464957
742780,2004-10-26 22:50:00,ARSON,CENTRAL,700 Block of SUTTER ST,-122.412718544555,37.7886466255672
742942,2004-10-26 15:00:00,DRUNKENNESS,PARK,HAIGHT ST / CLAYTON ST,-122.44857848494,37.76979771688821
743020,2004-10-26 11:55:00,DRUNKENNESS,PARK,1700 Block of HAIGHT ST,-122.451288061231,37.7693967099165
743058,2004-10-26 10:00:00,KIDNAPPING,PARK,MASONIC AV / HAYES ST,-122.446091525471,37.773934479461005
743079,2004-10-26 08:00:00,RUNAWAY,TARAVAL,800 Block of CAPITOL AV,-122.459007287896,37.717858450682
743113,2004-10-26 00:58:00,DRUNKENNESS,MISSION,25TH ST / TREAT AV,-122.412838554026,37.7509678760804
743190,2004-10-25 20:30:00,RUNAWAY,TARAVAL,0 Block of HAROLD AV,-122.45315825844,37.71949760050229
743256,2004-10-25 17:48:00,DRUNKENNESS,SOUTHERN,900 Block of MARKET ST,-122.409708423721,37.78282764988379
743352,2004-10-25 14:00:00,DRUNKENNESS,PARK,1600 Block of HAIGHT ST,-122.449942040795,37.7696796386185
743390,2004-10-25 11:25:00,RUNAWAY,TARAVAL,800 Block of CAPITOL AV,-122.459007287896,37.717858450682
743391,2004-10-25 11:25:00,RUNAWAY,TARAVAL,800 Block of CAPITOL AV,-122.459007287896,37.717858450682
743518,2004-10-17 22:45:00,RUNAWAY,PARK,1200 Block of PAGE ST,-122.441393701114,37.77172731417711
743557,2004-10-17 21:03:00,DRUNKENNESS,RICHMOND,300 Block of CABRILLO ST,-122.462283386236,37.7754970140089
743732,2004-10-17 06:00:00,KIDNAPPING,BAYVIEW,1000 Block of OAKDALE AV,-122.380348349699,37.7288276251864
743758,2004-10-17 02:20:00,DRUNKENNESS,INGLESIDE,600 Block of SAN JOSE AV,-122.422242631424,37.74473055186
743879,2004-10-16 21:40:00,RUNAWAY,PARK,1200 Block of PAGE ST,-122.441393701114,37.77172731417711
743912,2004-10-16 19:50:00,DRUNKENNESS,BAYVIEW,1000 Block of KEY AV,-122.397328238942,37.7196121077812
743928,2004-10-16 18:49:00,DRUNKENNESS,MISSION,3100 Block of 16TH ST,-122.423622537404,37.7647573853335
743972,2004-10-16 17:00:00,DRUNKENNESS,CENTRAL,2800 Block of TAYLOR ST,-122.415923448242,37.8085905137102
743983,2004-10-16 16:30:00,ARSON,RICHMOND,600 Block of 48TH AV,-122.509193552106,37.7756193870159
744463,2004-10-15 13:00:00,KIDNAPPING,MISSION,2800 Block of 24TH ST,-122.408664686116,37.7528787651491
744508,2004-10-15 11:15:00,RUNAWAY,TARAVAL,800 Block of CAPITOL AV,-122.459007287896,37.717858450682
744509,2004-10-15 11:15:00,ARSON,TARAVAL,0 Block of MIDDLEFIELD DR,-122.486406105517,37.7331757281339
744515,2004-10-15 11:00:00,RUNAWAY,TARAVAL,0 Block of HAROLD AV,-122.45315825844,37.71949760050229
744805,2004-10-14 16:00:00,DRUNKENNESS,TENDERLOIN,0 Block of UNITED NATIONS PZ,-122.41431222924,37.77983391835871
744992,2004-10-14 04:01:00,ARSON,TARAVAL,100 Block of DE MONTFORT AV,-122.459729689658,37.7235949457308
745267,2004-10-13 14:29:00,DRUNKENNESS,PARK,HAIGHT ST / BELVEDERE ST,-122.44964766292802,37.76966191958971
745298,2004-10-13 13:30:00,KIDNAPPING,BAYVIEW,1400 Block of SHAFTER AV,-122.387897392339,37.72950441589521
745345,2004-10-13 11:25:00,RUNAWAY,TARAVAL,0 Block of FARALLONES ST,-122.454154436499,37.7140350941097
745478,2004-10-13 00:34:00,KIDNAPPING,INGLESIDE,GENEVA AV / MISSION ST,-122.441018108862,37.716458683113714
745498,2004-10-12 23:45:00,ARSON,TARAVAL,8TH AV / LINARES AV,-122.464227473458,37.7521607848006
745545,2004-10-12 21:15:00,DRUNKENNESS,NORTHERN,600 Block of EDDY ST,-122.418382008607,37.783258377094896
745563,2004-10-12 20:05:00,KIDNAPPING,BAYVIEW,0 Block of MIDDLEPOINT RD,-122.379483705157,37.7357419110951
745767,2004-10-12 10:38:00,ARSON,TARAVAL,2200 Block of 14TH AV,-122.470359608661,37.7460753397163
745797,2004-10-12 09:00:00,RUNAWAY,SOUTHERN,300 Block of 11TH ST,-122.413189430011,37.77127369135761
745812,2004-10-12 08:05:00,KIDNAPPING,TARAVAL,47TH AV / JUDAH ST,-122.506996377686,37.7603760935224
745842,2004-10-12 03:20:00,KIDNAPPING,CENTRAL,600 Block of TAYLOR ST,-122.411661324021,37.7880416922857
745995,2004-10-11 18:51:00,DRUNKENNESS,CENTRAL,MASON ST / BEACH ST,-122.413979577593,37.8074807657328
746089,2004-10-11 14:00:00,KIDNAPPING,MISSION,600 Block of VALENCIA ST,-122.421747650463,37.7627436601147
746149,2004-10-11 11:00:00,DRUNKENNESS,CENTRAL,300 Block of BAY ST,-122.412782236976,37.8056654684523
746208,2004-10-11 04:30:00,ARSON,BAYVIEW,1600 Block of ARMSTRONG AV,-122.392862620754,37.7266458218535
746212,2004-10-11 03:45:00,KIDNAPPING,RICHMOND,2000 Block of POST ST,-122.435575820196,37.784892281882
746408,2004-10-03 14:35:00,DRUNKENNESS,NORTHERN,GEARY BL / GOUGH ST,-122.424688703598,37.785333964007705
746487,2004-10-03 09:45:00,ARSON,SOUTHERN,0 Block of RINGOLD ST,-122.410261647599,37.7738916667153
746517,2004-10-03 05:45:00,ARSON,BAYVIEW,EVANS AV / RANKIN ST,-122.392184416208,37.745101531369
746884,2004-10-02 01:00:00,KIDNAPPING,BAYVIEW,3000 Block of SAN BRUNO AV,-122.401898005335,37.7233482212763
746906,2004-10-01 23:38:00,DRUNKENNESS,SOUTHERN,900 Block of MARKET ST,-122.409708423721,37.78282764988379
746984,2004-10-01 19:30:00,RUNAWAY,PARK,1200 Block of PAGE ST,-122.441393701114,37.77172731417711
747217,2004-10-01 10:45:00,RUNAWAY,TARAVAL,800 Block of CAPITOL AV,-122.459007287896,37.717858450682
747218,2004-10-01 10:45:00,RUNAWAY,TARAVAL,800 Block of CAPITOL AV,-122.459007287896,37.717858450682
747320,2004-10-01 01:58:00,ARSON,INGLESIDE,JOHN F SHELLEY DR / CAMBRIDGE ST,-122.416483539598,37.7218104029251
747381,2004-09-30 23:04:00,ARSON,MISSION,ALAMEDA ST / POTRERO AV,-122.407815467605,37.7683548732735
747486,2004-09-30 17:04:00,DRUNKENNESS,NORTHERN,MYRTLE ST / LARKIN ST,-122.417999278698,37.7856407526414
747624,2004-09-30 10:20:00,DRUNKENNESS,CENTRAL,900 Block of COLUMBUS AV,-122.414263444238,37.8031918743285
747632,2004-09-30 09:45:00,ARSON,BAYVIEW,600 Block of VERMONT ST,-122.404126459271,37.7614652487171
747715,2004-09-30 01:12:00,ARSON,BAYVIEW,0 Block of BOUTWELL ST,-122.405740307882,37.7374170602909
747769,2004-09-29 22:10:00,KIDNAPPING,SOUTHERN,100 Block of 6TH ST,-122.407474439624,37.779911669335
747795,2004-09-29 21:00:00,RUNAWAY,PARK,1300 Block of FULTON ST,-122.439037573428,37.776802154003896
747796,2004-09-29 21:00:00,RUNAWAY,MISSION,2300 Block of FOLSOM ST,-122.41469551481,37.7596861764245
747986,2004-09-29 12:49:00,DRUNKENNESS,CENTRAL,BUSH ST / KEARNY ST,-122.404033177244,37.7907593489017
748131,2004-09-29 05:50:00,KIDNAPPING,NORTHERN,900 Block of TURK ST,-122.425586860183,37.781378625807
748208,2004-09-28 22:00:00,RUNAWAY,SOUTHERN,600 Block of NATOMA ST,-122.411118243435,37.7775607137405
748373,2004-09-28 14:08:00,DRUNKENNESS,PARK,1500 Block of HAIGHT ST,-122.447783070559,37.769954950346495
748378,2004-09-28 14:00:00,RUNAWAY,PARK,1200 Block of PAGE ST,-122.441393701114,37.77172731417711
748403,2004-09-28 13:12:00,DRUNKENNESS,PARK,1300 Block of HAIGHT ST,-122.444524277297,37.7703704336439
749039,2004-09-19 20:00:00,DRUNKENNESS,INGLESIDE,SAN JUAN AV / MISSION ST,-122.435311835455,37.7240050528471
749151,2004-09-19 12:00:00,RUNAWAY,TARAVAL,0 Block of FARALLONES ST,-122.454154436499,37.7140350941097
749172,2004-09-19 09:50:00,RUNAWAY,TARAVAL,0 Block of JULES AV,-122.461163238283,37.7191248815986
749233,2004-09-19 01:29:00,DRUNKENNESS,MISSION,600 Block of VALENCIA ST,-122.421747650463,37.7627436601147
749597,2004-09-18 02:20:00,DRUNKENNESS,TENDERLOIN,300 Block of EDDY ST,-122.412930522059,37.7838344374141
749698,2004-09-17 20:30:00,RUNAWAY,TARAVAL,100 Block of MAJESTIC AV,-122.452596042418,37.7162402296878
749850,2004-09-17 14:30:00,KIDNAPPING,RICHMOND,32ND AV / CALIFORNIA ST,-122.492511051009,37.783539771150295
749862,2004-09-17 14:05:00,RUNAWAY,TARAVAL,0 Block of HAROLD AV,-122.45315825844,37.71949760050229
749864,2004-09-17 14:00:00,RUNAWAY,TARAVAL,0 Block of HAROLD AV,-122.45315825844,37.71949760050229
749933,2004-09-17 11:30:00,RUNAWAY,BAYVIEW,1700 Block of CESAR CHAVEZ ST,-122.39434785768,37.7499131969111
749941,2004-09-17 11:00:00,RUNAWAY,TARAVAL,0 Block of HAROLD AV,-122.45315825844,37.71949760050229
750027,2004-09-17 03:50:00,ARSON,BAYVIEW,0 Block of CAMERON WY,-122.387181635995,37.7209669615499
750067,2004-09-17 00:01:00,RUNAWAY,TARAVAL,800 Block of CAPITOL AV,-122.459007287896,37.717858450682
750069,2004-09-17 00:01:00,RUNAWAY,TARAVAL,800 Block of CAPITOL AV,-122.459007287896,37.717858450682
750306,2004-09-16 13:50:00,KIDNAPPING,SOUTHERN,800 Block of BRYANT ST,-122.403404791479,37.775420706711
750414,2004-09-16 08:00:00,RUNAWAY,TARAVAL,800 Block of CAPITOL AV,-122.459007287896,37.717858450682
750416,2004-09-16 08:00:00,RUNAWAY,TARAVAL,800 Block of CAPITOL AV,-122.459007287896,37.717858450682
750465,2004-09-16 03:26:00,DRUNKENNESS,CENTRAL,BROADWAY ST / COLUMBUS AV,-122.406669739958,37.797864174416496
750611,2004-09-15 19:21:00,DRUNKENNESS,PARK,800 Block of HAIGHT ST,-122.43623625469802,37.7714256624517
750622,2004-09-15 18:40:00,ARSON,MISSION,2800 Block of 24TH ST,-122.408654193478,37.752769227933896
750961,2004-09-14 23:00:00,DRUNKENNESS,SOUTHERN,500 Block of NATOMA ST,-122.408201798882,37.779688614432295
751097,2004-09-14 17:00:00,RUNAWAY,MISSION,900 Block of SOUTH VAN NESS AV,-122.416725586439,37.7579542740829
751101,2004-09-14 16:45:00,KIDNAPPING,TARAVAL,1300 Block of 8TH AV,-122.465109543504,37.7631379674712
751303,2004-09-14 02:50:00,DRUNKENNESS,PARK,100 Block of BELVEDERE ST,-122.449192056455,37.7677915121484
751319,2004-09-14 01:05:00,ARSON,BAYVIEW,1500 Block of INNES AV,-122.387875844031,37.7389452677155
751452,2004-09-13 17:35:00,DRUNKENNESS,PARK,1300 Block of HAIGHT ST,-122.444524277297,37.7703704336439
751740,2004-09-05 22:00:00,DRUNKENNESS,SOUTHERN,900 Block of HOWARD ST,-122.406412115335,37.780252457697394
751837,2004-09-05 16:25:00,RUNAWAY,TARAVAL,0 Block of HAROLD AV,-122.45315825844,37.71949760050229
751843,2004-09-05 15:50:00,RUNAWAY,TARAVAL,0 Block of HAROLD AV,-122.45315825844,37.71949760050229
751995,2004-09-05 04:00:00,KIDNAPPING,SOUTHERN,100 Block of 6TH ST,-122.407376463936,37.7799892619986
752122,2004-09-04 20:00:00,ARSON,INGLESIDE,200 Block of JOOST AV,-122.440908839672,37.732307425298295
752123,2004-09-04 20:00:00,KIDNAPPING,MISSION,500 Block of BARTLETT ST,-122.419276868183,37.7485648056908
752367,2004-09-04 04:20:00,ARSON,CENTRAL,500 Block of TAYLOR ST,-122.411540447656,37.78740983565
752378,2004-09-04 02:41:00,DRUNKENNESS,PARK,700 Block of WALLER ST,-122.436043096787,37.77049779956779
752414,2004-09-04 00:30:00,DRUNKENNESS,CENTRAL,COLUMBUS AV / LOMBARD ST,-122.41362583333,37.8027563488738
752437,2004-09-03 23:50:00,DRUNKENNESS,MISSION,2100 Block of MISSION ST,-122.419424383763,37.7632323869521
752444,2004-09-03 23:34:00,DRUNKENNESS,CENTRAL,VALLEJO ST / COLUMBUS AV,-122.407871572792,37.79869627427671
752508,2004-09-03 20:30:00,RUNAWAY,TARAVAL,800 Block of CAPITOL AV,-122.459007287896,37.717858450682
752673,2004-09-03 13:30:00,RUNAWAY,PARK,1200 Block of PAGE ST,-122.441393701114,37.77172731417711
752855,2004-09-02 23:10:00,DRUNKENNESS,PARK,1800 Block of HAIGHT ST,-122.452706340322,37.7692156705894
753243,2004-09-01 22:00:00,KIDNAPPING,BAYVIEW,100 Block of BAY SHORE BL,-122.404177860824,37.7467540032621
753655,2004-09-01 03:08:00,DRUNKENNESS,BAYVIEW,1000 Block of GRIFFITH ST,-122.378920771859,37.7286119710993
753663,2004-09-01 02:30:00,KIDNAPPING,PARK,17TH ST / ORD ST,-122.440168037447,37.7621873493068
753772,2004-08-31 21:36:00,KIDNAPPING,PARK,1800 Block of EDDY ST,-122.438120409301,37.7807473113138
753787,2004-08-31 21:00:00,RUNAWAY,SOUTHERN,800 Block of BRYANT ST,-122.403404791479,37.775420706711
753854,2004-08-31 17:50:00,DRUNKENNESS,MISSION,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
753880,2004-08-31 16:40:00,DRUNKENNESS,MISSION,NOE ST / MARKET ST,-122.433075152376,37.7641937790293
753903,2004-08-31 16:00:00,RUNAWAY,NORTHERN,100 Block of PAGE ST,-122.42320280363,37.7740394663904
753914,2004-08-31 15:30:00,RUNAWAY,TARAVAL,0 Block of HAROLD AV,-122.45315825844,37.71949760050229
754058,2004-08-31 08:20:00,ARSON,BAYVIEW,0 Block of DUKES CT,-122.386783027632,37.737002525786096
754118,2004-08-30 23:45:00,KIDNAPPING,TARAVAL,300 Block of ARBALLO DR,-122.48310616875798,37.7201245877973
754450,2004-08-30 01:56:00,DRUNKENNESS,INGLESIDE,3400 Block of MISSION ST,-122.422286651689,37.7420041169835
754493,2004-08-22 22:35:00,DRUNKENNESS,MISSION,3300 Block of 23RD ST,-122.419144470556,37.7537483769495
754556,2004-08-22 20:06:00,DRUNKENNESS,INGLESIDE,4700 Block of MISSION ST,-122.436194484896,37.7227270383576
754714,2004-08-22 11:44:00,DRUNKENNESS,TENDERLOIN,0 Block of TURK ST,-122.409853729941,37.7833862379382
754794,2004-08-22 02:00:00,ARSON,BAYVIEW,1200 Block of SHAFTER AV,-122.384161286185,37.7273840237408
754940,2004-08-21 17:50:00,DRUNKENNESS,PARK,HAIGHT ST / MASONIC AV,-122.445346786573,37.7702081959223
755081,2004-08-21 10:21:00,DRUNKENNESS,MISSION,18TH ST / MISSION ST,-122.419360352769,37.76183580124221
755157,2004-08-21 02:15:00,DRUNKENNESS,SOUTHERN,1500 Block of FOLSOM ST,-122.414705605518,37.7711178632173
755194,2004-08-21 00:54:00,ARSON,BAYVIEW,1100 Block of SHAFTER AV,-122.382370964778,37.7262328368628
755424,2004-08-20 15:20:00,ARSON,NORTHERN,100 Block of FRANKLIN ST,-122.421169141493,37.7759181636114
755632,2004-08-20 00:53:00,ARSON,MISSION,2400 Block of 23RD ST,-122.404007710567,37.7543694869111
755851,2004-08-19 17:00:00,KIDNAPPING,INGLESIDE,800 Block of AMAZON AV,-122.433170979333,37.7146414144131
755869,2004-08-19 16:27:00,KIDNAPPING,INGLESIDE,0 Block of CARVER ST,-122.410103465491,37.7421796060925
755947,2004-08-19 13:00:00,RUNAWAY,CENTRAL,0 Block of SALMON ST,-122.412544215454,37.796556903439104
756080,2004-08-19 01:13:00,ARSON,TARAVAL,JOHN MUIR DR / LAKE MERCED BL,-122.485736249645,37.7081535997805
756148,2004-08-18 21:18:00,KIDNAPPING,MISSION,2600 Block of HARRISON ST,-122.412052145525,37.7550201425447
756192,2004-08-18 19:49:00,DRUNKENNESS,MISSION,400 Block of CASTRO ST,-122.435012093789,37.7617677182954
756252,2004-08-18 17:40:00,RUNAWAY,MISSION,900 Block of POTRERO AV,-122.406604919508,37.7571580431915
756426,2004-08-18 11:43:00,KIDNAPPING,BAYVIEW,2300 Block of SAN BRUNO AV,-122.406417416535,37.733714974663
756599,2004-08-17 21:53:00,DRUNKENNESS,SOUTHERN,800 Block of 3RD ST,-122.391425069857,37.7778727797586
756666,2004-08-17 18:47:00,DRUNKENNESS,PARK,MCALLISTER ST / BAKER ST,-122.44167909287,37.777372227792895
756735,2004-08-17 15:35:00,DRUNKENNESS,SOUTHERN,200 Block of I-80,-122.36493749408,37.8102044406285
756872,2004-08-17 08:45:00,ARSON,INGLESIDE,500 Block of JARBOE AV,-122.413053317909,37.7382413298094
756904,2004-08-17 04:53:00,ARSON,TENDERLOIN,400 Block of OFARRELL ST,-122.411747371924,37.7859988323798
757004,2004-08-16 21:00:00,RUNAWAY,INGLESIDE,500 Block of LONDON ST,-122.436923557756,37.72038640363729
757334,2004-08-16 03:22:00,ARSON,RICHMOND,3000 Block of ANZA ST,-122.480859762603,37.778390051167705
757375,2004-08-08 23:30:00,RUNAWAY,TARAVAL,800 Block of CAPITOL AV,-122.459007287896,37.717858450682
757415,2004-08-08 21:10:00,DRUNKENNESS,NORTHERN,600 Block of EDDY ST,-122.418382008607,37.783258377094896
757553,2004-08-08 12:50:00,KIDNAPPING,INGLESIDE,800 Block of RUSSIA AV,-122.430406019767,37.7182881551417
757630,2004-08-08 06:45:00,ARSON,NORTHERN,1300 Block of VAN NESS AV,-122.421734189862,37.788296128454704
757764,2004-08-07 19:10:00,ARSON,SOUTHERN,0 Block of 6TH ST,-122.410041631816,37.78195365372571
757891,2004-08-07 13:30:00,RUNAWAY,BAYVIEW,0 Block of LEDYARD ST,-122.402116556292,37.7332354676556
757908,2004-08-07 12:41:00,DRUNKENNESS,PARK,OAK ST / DIVISADERO ST,-122.437422446071,37.773132331609
757957,2004-08-07 09:08:00,ARSON,MISSION,900 Block of POTRERO AV,-122.406604919508,37.7571580431915
758007,2004-08-07 03:29:00,KIDNAPPING,TARAVAL,2600 Block of 46TH AV,-122.504223156735,37.737101635092
758027,2004-08-07 02:11:00,ARSON,BAYVIEW,26TH ST / WISCONSIN ST,-122.398341782099,37.7510539547185
758042,2004-08-07 01:15:00,DRUNKENNESS,NORTHERN,800 Block of VAN NESS AV,-122.420996912865,37.783103266892
758098,2004-08-06 23:00:00,ARSON,INGLESIDE,5200 Block of DIAMOND HEIGHTS BL,-122.439065944959,37.744277476687714
758105,2004-08-06 22:26:00,DRUNKENNESS,MISSION,0 Block of CLARION AL,-122.420590818654,37.7630386018701
758108,2004-08-06 22:25:00,ARSON,BAYVIEW,1700 Block of ARMSTRONG AV,-122.394962181533,37.7278372709764
758141,2004-08-06 21:01:00,DRUNKENNESS,SOUTHERN,800 Block of 3RD ST,-122.391425069857,37.7778727797586
758566,2004-08-05 21:00:00,KIDNAPPING,SOUTHERN,8TH ST / MISSION ST,-122.413160850977,37.7774566611578
758637,2004-08-05 18:00:00,DRUNKENNESS,PARK,HAIGHT ST / STANYAN ST,-122.453534560634,37.76916629781029
758780,2004-08-05 11:35:00,DRUNKENNESS,PARK,1300 Block of HAIGHT ST,-122.444502333693,37.7702619702403
758793,2004-08-05 10:40:00,DRUNKENNESS,TENDERLOIN,600 Block of ELLIS ST,-122.416893710739,37.7842860480389
759043,2004-08-04 16:45:00,DRUNKENNESS,PARK,700 Block of STANYAN ST,-122.453512911126,37.7686969786551
759066,2004-08-04 15:30:00,RUNAWAY,TARAVAL,0 Block of JULES AV,-122.461163238283,37.7191248815986
759258,2004-08-04 04:10:00,DRUNKENNESS,PARK,600 Block of STANYAN ST,-122.453563238036,37.7696403896003
759270,2004-08-04 03:40:00,DRUNKENNESS,PARK,1700 Block of HAIGHT ST,-122.450492384367,37.7696094511519
759272,2004-08-04 03:40:00,DRUNKENNESS,PARK,1700 Block of HAIGHT ST,-122.451314447797,37.7695046066162
759273,2004-08-04 03:40:00,DRUNKENNESS,PARK,1700 Block of HAIGHT ST,-122.451314447797,37.7695046066162
759298,2004-08-04 00:19:00,DRUNKENNESS,RICHMOND,7600 Block of GEARY BL,-122.501331031448,37.779520691750896
759334,2004-08-03 22:52:00,DRUNKENNESS,INGLESIDE,3100 Block of MISSION ST,-122.418732763058,37.74749552685429
759628,2004-08-03 10:51:00,ARSON,MISSION,3300 Block of 25TH ST,-122.416953590297,37.7506650082311
759673,2004-08-03 08:25:00,DRUNKENNESS,PARK,1800 Block of HAIGHT ST,-122.452728322759,37.7693241293319
759690,2004-08-03 07:00:00,RUNAWAY,PARK,1200 Block of PAGE ST,-122.441393701114,37.77172731417711
759691,2004-08-03 07:00:00,RUNAWAY,PARK,1200 Block of PAGE ST,-122.441393701114,37.77172731417711
759712,2004-08-03 02:15:00,ARSON,MISSION,19TH ST / VALENCIA ST,-122.421426143003,37.760101797057
759781,2004-08-02 22:16:00,ARSON,BAYVIEW,23RD ST / IOWA ST,-122.391904260902,37.7551569778325
759947,2004-08-02 15:00:00,RUNAWAY,TARAVAL,800 Block of CAPITOL AV,-122.459007287896,37.717858450682
759956,2004-08-02 14:55:00,DRUNKENNESS,PARK,1800 Block of TURK ST,-122.439595829226,37.7796011825544
760060,2004-08-02 09:50:00,RUNAWAY,NORTHERN,1700 Block of CALIFORNIA ST,-122.423178695677,37.7903172966364
760182,2004-07-25 23:28:00,DRUNKENNESS,NORTHERN,FILLMORE ST / LOMBARD ST,-122.436049203558,37.7998412228599
760316,2004-07-25 16:18:00,KIDNAPPING,PARK,700 Block of JOHN F KENNEDY DR,-122.47073371953002,37.7711649447621
760330,2004-07-25 15:00:00,KIDNAPPING,NORTHERN,1100 Block of BUCHANAN ST,-122.4286923384,37.780466784489896
760552,2004-07-24 23:05:00,DRUNKENNESS,CENTRAL,900 Block of CALIFORNIA ST,-122.409999361883,37.79188233556
760573,2004-07-24 22:30:00,ARSON,CENTRAL,300 Block of FRANCISCO ST,-122.410303619531,37.805021091463
760636,2004-07-24 19:25:00,RUNAWAY,TARAVAL,0 Block of HAROLD AV,-122.45315825844,37.71949760050229
